customer_id,company_name,contact_email,plan_id,status,start_date,end_date,user_id,event_type,timestamp,session_duration,churned,used_feature_x
206,RushHQ,donna.thomas@tech.dev,1,expired,2023-03-31,2023-07-26,,,,,True,False
206,RushHQ,donna.thomas@tech.dev,6,active,2023-07-26,,,,,,False,False
207,OnyxDynamics,daniel.walker@corp.net,1,active,2024-02-02,,,,,,False,False
208,Echo Dev,joseph.hernandez@protonmail.com,2,active,2025-03-21,,,,,,False,False
209,KeenLogic,barbara.thomas@company.io,2,expired,2023-01-29,2023-11-30,,,,,True,False
209,KeenLogic,barbara.thomas@company.io,6,active,2023-11-30,,,,,,False,False
210,FluxDynamics,patricia.anderson+nimbus@gmail.com,2,expired,2024-09-20,2025-01-13,,,,,True,False
210,FluxDynamics,patricia.anderson+nimbus@gmail.com,5,active,2025-01-13,,,,,,False,False
211,Trek Digital,kenji.white@startup.co,2,active,2023-12-11,,,,,,False,False
212,OnyxIO,carlos.flores@corp.net,1,active,2024-01-23,,,,,,False,False
213,Sage Ventures,john.lopez@corp.net,2,cancelled,2024-08-02,2025-09-21,,,,,True,False
214,UltraSolutions,wei.green@gmail.com,5,cancelled,2023-09-13,2024-01-27,,,,,True,False
214,UltraSolutions,wei.green@gmail.com,6,active,2024-01-27,,,,,,False,False
215,ArcSolutions,paul.harris@corp.net,3,active,2024-12-04,,,,,,False,False
216,SyncLabs,william.harris@outlook.com,3,cancelled,2024-09-20,2025-09-10,,,,,True,False
216,SyncLabs,william.harris@outlook.com,5,cancelled,2025-09-10,2025-11-10,,,,,True,False
216,SyncLabs,william.harris@outlook.com,3,active,2025-11-10,,,,,,False,False
217,PeakSolutions,michael.perez@tech.dev,1,expired,2025-01-17,2025-08-23,,,,,True,False
217,PeakSolutions,michael.perez@tech.dev,1,active,2025-08-23,,,,,,False,False
218,Keen Dynamics,Patricia.White@corp.net,2,cancelled,2023-04-10,2024-01-30,,,,,True,False
219,TidalLogic,jennifer.adams@startup.co,5,cancelled,2024-04-01,2025-04-07,,,,,True,False
220,GridTech,priya.nguyen@startup.co,4,cancelled,2024-03-04,2024-12-09,,,,,True,False
220,GridTech,priya.nguyen@startup.co,6,active,2024-12-09,,,,,,False,False
221,KeenPlatform,john.allen@corp.net,5,cancelled,2024-09-27,2025-10-30,,,,,True,False
222,Beam Tech,sofia.green@company.io,2,cancelled,2025-07-25,2025-10-16,,,,,True,False
222,Beam Tech,sofia.green@company.io,7,active,2025-10-16,,,,,,False,False
223,RushDev,donna.nguyen@rushdev.com,3,active,2024-08-03,,,,,,False,False
224,GridVentures,daniel.clark@corp.net,1,cancelled,2023-02-08,2024-11-24,,,,,True,False
225,CloudLogic,patricia.chen@cloudlogic.com,3,active,2025-04-17,,,,,,False,False
226,OrbitDigital,sarah.patel@hotmail.com,1,active,2025-07-24,,,,,,False,False
227,DataDev,steven.sanchez@datadev.com,5,expired,2023-07-17,2023-11-22,,,,,True,False
227,DataDev,steven.sanchez@datadev.com,2,active,2023-11-22,,,,,,False,False
228,DriftAI,nancy.ivanov@outlook.com,5,active,2023-09-05,,,,,,False,False
229,LinkDynamics,ahmed.santos@linkdynamics.com,6,cancelled,2025-05-24,2025-10-10,,,,,True,False
229,LinkDynamics,ahmed.santos@linkdynamics.com,5,active,2025-10-10,,,,,,False,False
230,PeakPlatform,steven.johnson@gmail.com,3,active,2023-05-16,,,,,,False,False
231,OrbitAnalytics,raj.moore@company.io,3,active,2023-08-12,,,,,,False,False
232,Quest Studio,joshua.jackson@outlook.com,4,active,2023-10-11,,,,,,False,False
233,Hive Hub,betty.nelson@gmail.com,2,active,2023-10-30,,,,,,False,False
234,LinkNet,olga.rivera@enterprise.com,5,cancelled,2024-11-18,2025-06-15,,,,,True,False
234,LinkNet,olga.rivera@enterprise.com,4,active,2025-06-15,,,,,,False,False
235,SyncSystems,hassan.scott@company.io,1,active,2023-08-16,,,,,,False,False
236,ArcWorks,ana.davis@corp.net,3,expired,2024-09-27,2025-02-04,,,,,True,False
236,ArcWorks,ana.davis@corp.net,4,cancelled,2025-02-04,2025-10-07,,,,,True,False
237,HiveCloud,david.gonzalez@hivecloud.com,1,expired,2025-06-02,2025-10-16,,,,,True,False
237,HiveCloud,david.gonzalez@hivecloud.com,5,cancelled,2025-10-16,2025-12-16,,,,,True,False
237,HiveCloud,david.gonzalez@hivecloud.com,3,active,2025-12-16,,,,,,False,False
238,VertexStack,james.lewis@yahoo.com,4,expired,2023-06-12,2023-12-25,,,,,True,False
238,VertexStack,james.lewis@yahoo.com,4,active,2023-12-25,,,,,,False,False
239,IonGroup,Donald.Harris@company.io,4,cancelled,2025-07-02,2025-09-20,,,,,True,False
239,IonGroup,Donald.Harris@company.io,5,cancelled,2025-09-20,2025-11-20,,,,,True,False
239,IonGroup,Donald.Harris@company.io,5,active,2025-11-20,,,,,,False,False
240,Unit Platform,karen.rodriguez@protonmail.com,1,cancelled,2025-04-23,2025-10-18,,,,,True,False
240,Unit Platform,karen.rodriguez@protonmail.com,4,cancelled,2025-10-18,2025-07-18,,,,,True,False
241,BeamOps,priya.gonzalez@beamops.com,2,cancelled,2023-08-18,2024-08-15,,,,,True,False
241,BeamOps,priya.gonzalez@beamops.com,3,active,2024-08-15,,,,,,False,False
242,HubStudio,aisha.taylor@corp.net,3,cancelled,2024-11-08,2025-10-05,,,,,True,False
242,HubStudio,aisha.taylor@corp.net,4,cancelled,2025-10-05,2025-10-28,,,,,True,False
243,YieldSystems,susan.hall+nimbus@outlook.com,1,active,2023-10-04,,,,,,False,False
244,Grid IO,lars.taylor@company.io,2,cancelled,2023-10-30,2024-09-07,,,,,True,False
244,Grid IO,lars.taylor@company.io,3,cancelled,2024-09-07,2025-01-27,,,,,True,False
245,Quest Tech,wei.young@questtech.com,2,cancelled,2025-01-10,2025-05-19,,,,,True,False
246,Luna AI,hassan.baker@outlook.com,2,cancelled,2025-06-30,2025-10-20,,,,,True,False
247,VertexStudio,jennifer.white@startup.co,1,expired,2024-04-12,2025-03-05,,,,,True,False
247,VertexStudio,jennifer.white@startup.co,6,expired,2025-03-05,2025-06-08,,,,,True,False
247,VertexStudio,jennifer.white@startup.co,3,active,2025-06-08,,,,,,False,False
248,Sage Pro,michael.clark@corp.net,1,cancelled,2023-07-05,2024-05-26,,,,,True,False
248,Sage Pro,michael.clark@corp.net,5,active,2024-05-26,,,,,,False,False
249,RiftPro,linda.clark@riftpro.com,4,active,2025-06-08,,,,,,False,False
250,SageNet,jessica.walker@sagenet.com,2,cancelled,2025-04-26,2025-09-07,,,,,True,False
250,SageNet,jessica.walker@sagenet.com,4,active,2025-09-07,,,,,,False,False
251,AcmeStack,ana.young@enterprise.com,1,active,2023-12-05,,,,,,False,False
252,Core Ventures,mark.lee@coreventures.com,1,cancelled,2024-02-27,2025-05-28,,,,,True,False
253,Quest HQ,sofia.anderson@corp.net,6,active,2025-01-03,,,,,,False,False
254,GridHub,dmitri.green@tech.dev,2,cancelled,2023-04-19,2024-01-29,,,,,True,False
255,GridAnalytics,susan.robinson@gridanalytics.com,2,cancelled,2024-02-29,2024-08-02,,,,,True,False
255,GridAnalytics,susan.robinson@gridanalytics.com,2,cancelled,2024-08-02,2025-08-03,,,,,True,False
256,DriftOps,james.king@startup.co,1,expired,2024-05-09,2025-05-03,,,,,True,False
256,DriftOps,james.king@startup.co,5,active,2025-05-03,,,,,,False,False
257,Ion Systems,joshua.lee@corp.net,3,active,2025-02-19,,,,,,False,False
258,Mist Net,karen.santos@tech.dev,4,active,2023-07-25,,,,,,False,False
259,RiftDigital,paul.hall@company.io,2,expired,2024-08-19,2024-12-27,,,,,True,False
259,RiftDigital,paul.hall@company.io,5,active,2024-12-27,,,,,,False,False
260,IrisCloud,Dorothy.Miller@gmail.com,1,active,2025-02-07,,,,,,False,False
261,JetAI,john.thompson@tech.dev,1,active,2025-01-30,,,,,,False,False
262,Yield Logic,charles.scott@hotmail.com,4,cancelled,2025-03-10,2025-07-18,,,,,True,False
262,Yield Logic,charles.scott@hotmail.com,4,active,2025-07-18,,,,,,False,False
263,WarpVentures,richard.jackson@outlook.com,2,expired,2023-06-27,2023-09-14,,,,,True,False
263,WarpVentures,richard.jackson@outlook.com,5,active,2023-09-14,,,,,,False,False
264,Link Analytics,Yuki.Martinez@linkanalytics.com,1,active,2025-08-12,,,,,,False,False
265,FluxVentures,charles.king@outlook.com,2,cancelled,2023-06-13,2024-04-25,,,,,True,False
265,FluxVentures,charles.king@outlook.com,5,active,2024-04-25,,,,,,False,False
266,NovaOps,priya.flores@novaops.com,1,active,2023-12-21,,,,,,False,False
267,CloudOps,matthew.taylor@tech.dev,2,active,2024-01-19,,,,,,False,False
268,PeakSoftware,lars.wright@hotmail.com,1,active,2025-03-03,,,,,,False,False
269,NovaDynamics,raj.ivanov@novadynamics.com,1,active,2025-01-04,,,,,,False,False
270,JadeTech,matthew.lewis@gmail.com,1,cancelled,2023-05-02,2023-07-20,,,,,True,False
270,JadeTech,matthew.lewis@gmail.com,5,active,2023-07-20,,,,,,False,False
271,SageTech,mei.baker@enterprise.com,1,active,2025-04-21,,,,,,False,False
272,JetCloud,raj.white+test@jetcloud.com,1,active,2023-01-06,,,,,,False,False
273,TidalSoftware,susan.clark@yahoo.com,2,active,2023-08-15,,,,,,False,False
274,WarpDynamics,wei.jones@corp.net,1,cancelled,2023-12-05,2024-05-02,,,,,True,False
274,WarpDynamics,wei.jones@corp.net,3,cancelled,2024-05-02,2025-01-17,,,,,True,False
274,WarpDynamics,wei.jones@corp.net,5,active,2025-01-17,,,,,,False,False
275,GridCloud,ashley.lewis@corp.net,3,expired,2024-08-03,2025-01-08,,,,,True,False
275,GridCloud,ashley.lewis@corp.net,6,active,2025-01-08,,,,,,False,False
276,UltraPlatform,margaret.moore@company.io,1,expired,2024-04-18,2025-02-18,,,,,True,False
276,UltraPlatform,margaret.moore@company.io,2,cancelled,2025-02-18,2025-05-31,,,,,True,False
276,UltraPlatform,margaret.moore@company.io,4,active,2025-05-31,,,,,,False,False
277,Mist Tech,paul.gonzalez@outlook.com,1,cancelled,2025-07-02,2025-09-19,,,,,True,False
278,Cloud Dynamics,donald.adams@hotmail.com,3,cancelled,2024-08-26,2025-05-25,,,,,True,False
278,Cloud Dynamics,donald.adams@hotmail.com,1,expired,2025-05-25,2025-10-21,,,,,True,False
278,Cloud Dynamics,donald.adams@hotmail.com,7,active,2025-10-21,,,,,,False,False
279,ZenStudio,fatima.hernandez@yahoo.com,4,active,2025-08-29,,,,,,False,False
280,VinePro,priya.young@vinepro.com,2,active,2023-07-31,,,,,,False,False
281,EchoHQ,michael.rivera@protonmail.com,1,active,2023-09-27,,,,,,False,False
282,XenonVentures,thomas.harris@startup.co,1,active,2025-06-07,,,,,,False,False
283,GlowDigital,raj.moore@company.io,1,expired,2025-04-16,2025-09-23,,,,,True,False
283,GlowDigital,raj.moore@company.io,4,cancelled,2025-09-23,2025-06-29,,,,,True,False
284,EchoOps,raj.santos@yahoo.com,3,expired,2023-06-14,2024-04-06,,,,,True,False
284,EchoOps,raj.santos@yahoo.com,1,cancelled,2024-04-06,2025-09-17,,,,,True,False
285,Luna Dev,aisha.johnson@protonmail.com,6,active,2023-08-10,,,,,,False,False
286,KitePlatform,sofia.singh@protonmail.com,1,cancelled,2024-12-03,2025-07-30,,,,,True,False
286,KitePlatform,sofia.singh@protonmail.com,3,expired,2025-07-30,2025-10-05,,,,,True,False
286,KitePlatform,sofia.singh@protonmail.com,5,active,2025-10-05,,,,,,False,False
287,Bolt Software,fatima.clark@yahoo.com,2,expired,2024-09-21,2025-01-06,,,,,True,False
287,Bolt Software,fatima.clark@yahoo.com,3,active,2025-01-06,,,,,,False,False
288,FlowIO,sofia.smith@startup.co,1,active,2024-01-15,,,,,,False,False
289,OrbitIO,hassan.chen@orbitio.com,1,expired,2023-05-18,2024-04-09,,,,,True,False
289,OrbitIO,hassan.chen@orbitio.com,6,expired,2024-04-09,2025-03-06,,,,,True,False
289,OrbitIO,hassan.chen@orbitio.com,3,active,2025-03-06,,,,,,False,False
290,SyncGroup,james.rivera+test@outlook.com,3,expired,2024-01-20,2024-05-19,,,,,True,False
290,SyncGroup,james.rivera+test@outlook.com,5,active,2024-05-19,,,,,,False,False
291,Beam Stack,ana.wright@protonmail.com,4,expired,2024-02-11,2024-08-05,,,,,True,False
291,Beam Stack,ana.wright@protonmail.com,4,active,2024-08-05,,,,,,False,False
292,LunaStudio,andrew.thompson@yahoo.com,1,cancelled,2024-11-06,2025-03-05,,,,,True,False
293,GridSoftware,donna.hall@startup.co,3,expired,2023-01-06,2023-08-21,,,,,True,False
293,GridSoftware,donna.hall@startup.co,4,active,2023-08-21,,,,,,False,False
294,UnitLogic,dorothy.jackson@yahoo.com,5,expired,2024-03-25,2024-09-06,,,,,True,False
294,UnitLogic,dorothy.jackson@yahoo.com,5,cancelled,2024-09-06,2025-09-16,,,,,True,False
295,NexusSolutions,james.hernandez@startup.co,5,active,2024-02-09,,,,,,False,False
296,WaveStudio,richard.robinson@protonmail.com,1,expired,2024-06-02,2025-01-30,,,,,True,False
296,WaveStudio,richard.robinson@protonmail.com,2,cancelled,2025-01-30,2024-08-27,,,,,True,False
297,Core Logic,priya.perez@enterprise.com,6,expired,2025-06-01,2025-10-22,,,,,True,False
297,Core Logic,priya.perez@enterprise.com,6,cancelled,2025-10-22,2025-07-23,,,,,True,False
298,Ultra Corp,james.hall@outlook.com,1,cancelled,2025-02-05,2025-09-22,,,,,True,False
298,Ultra Corp,james.hall@outlook.com,2,active,2025-09-22,,,,,,False,False
299,Keen Analytics,richard.young@hotmail.com,5,active,2023-07-31,,,,,,False,False
300,Flow Ops,james.kim@enterprise.com,5,active,2023-11-19,,,,,,False,False
301,FluxSolutions,betty.anderson@tech.dev,3,expired,2024-05-04,2024-12-04,,,,,True,False
301,FluxSolutions,betty.anderson@tech.dev,5,active,2024-12-04,,,,,,False,False
302,DriftSystems,james.smith@outlook.com,2,active,2024-09-19,,,,,,False,False
303,EchoGroup,susan.clark@startup.co,3,active,2023-07-04,,,,,,False,False
304,Pulse Dynamics,richard.martinez@enterprise.com,3,active,2023-06-30,,,,,,False,False
305,Keen AI,william.brown@outlook.com,6,active,2023-12-09,,,,,,False,False
306,MetaVentures,lars.jackson@enterprise.com,6,expired,2024-04-02,2024-09-26,,,,,True,False
306,MetaVentures,lars.jackson@enterprise.com,2,expired,2024-09-26,2025-08-20,,,,,True,False
306,MetaVentures,lars.jackson@enterprise.com,2,active,2025-08-20,,,,,,False,False
307,KiteStack,donna.torres@outlook.com,1,expired,2023-08-22,2024-06-13,,,,,True,False
307,KiteStack,donna.torres@outlook.com,2,active,2024-06-13,,,,,,False,False
308,MistStack,ahmed.nguyen@yahoo.com,1,cancelled,2023-01-24,2024-02-22,,,,,True,False
309,NovaSolutions,Kimberly.Brown@novasolutions.com,4,cancelled,2024-09-24,2025-07-05,,,,,True,False
310,Hive Solutions,daniel.lee@tech.dev,2,active,2024-07-15,,,,,,False,False
311,LinkGroup,margaret.king@company.io,1,cancelled,2023-08-21,2024-06-28,,,,,True,False
311,LinkGroup,margaret.king@company.io,5,cancelled,2024-06-28,2025-01-07,,,,,True,False
311,LinkGroup,margaret.king@company.io,6,active,2025-01-07,,,,,,False,False
312,SageIO,lars.ramirez@gmail.com,6,active,2023-07-13,,,,,,False,False
313,TrekPro,thomas.garcia@corp.net,1,active,2024-12-02,,,,,,False,False
314,ArcSoftware,linda.green@corp.net,3,cancelled,2023-11-25,2024-02-08,,,,,True,False
314,ArcSoftware,linda.green@corp.net,4,cancelled,2024-02-08,2024-02-01,,,,,True,False
315,RushDigital,Jennifer.Martinez@startup.co,1,active,2025-03-29,,,,,,False,False
316,VertexTech,lars.sanchez@hotmail.com,2,active,2023-09-14,,,,,,False,False
317,Zeal HQ,richard.robinson@hotmail.com,3,active,2024-11-28,,,,,,False,False
318,Jade Dev,aisha.martin@hotmail.com,4,cancelled,2023-08-30,2024-04-27,,,,,True,False
318,Jade Dev,aisha.martin@hotmail.com,6,active,2024-04-27,,,,,,False,False
319,LinkSystems,emily.muller@yahoo.com,2,active,2023-04-02,,,,,,False,False
320,Wave Stack,mei.miller@tech.dev,1,active,2025-02-13,,,,,,False,False
321,BoltNet,john.young@tech.dev,1,active,2023-07-14,,,,,,False,False
322,RushGroup,dorothy.martinez@tech.dev,4,expired,2023-01-01,2023-07-25,,,,,True,False
322,RushGroup,dorothy.martinez@tech.dev,4,active,2023-07-25,,,,,,False,False
323,NexusStudio,robert.nelson@hotmail.com,3,active,2024-05-24,,,,,,False,False
324,Hive Ops,barbara.williams@hiveops.com,1,expired,2024-10-19,2025-09-02,,,,,True,False
324,Hive Ops,barbara.williams@hiveops.com,3,cancelled,2025-09-02,2025-11-01,,,,,True,False
324,Hive Ops,barbara.williams@hiveops.com,7,active,2025-11-01,,,,,,False,False
325,Trek Tech,ashley.santos@gmail.com,4,active,2025-01-31,,,,,,False,False
326,NexusAnalytics,robert.wilson@hotmail.com,2,expired,2023-07-14,2024-01-12,,,,,True,False
326,NexusAnalytics,robert.wilson@hotmail.com,4,cancelled,2024-01-12,2024-11-30,,,,,True,False
326,NexusAnalytics,robert.wilson@hotmail.com,3,cancelled,2024-11-30,2024-09-02,,,,,True,False
327,JadePro,andrew.thompson@startup.co,2,expired,2023-06-20,2024-03-23,,,,,True,False
327,JadePro,andrew.thompson@startup.co,5,paused,2024-03-23,,,,,,False,False
328,IrisGroup,charles.white@company.io,3,active,2024-07-30,,,,,,False,False
329,ZenLabs,dorothy.rodriguez@protonmail.com,1,active,2023-08-08,,,,,,False,False
330,JadeDev,michael.williams@protonmail.com,1,active,2024-08-19,,,,,,False,False
331,UnitWorks,carlos.torres@unitworks.com,4,active,2025-04-07,,,,,,False,False
332,WaveCorp,ahmed.adams@wavecorp.com,1,cancelled,2024-06-20,2025-09-12,,,,,True,False
333,ZenHQ,joseph.ramirez@yahoo.com,2,cancelled,2024-05-02,2025-02-24,,,,,True,False
333,ZenHQ,joseph.ramirez@yahoo.com,1,active,2025-02-24,,,,,,False,False
334,ZenDev,donald.scott@corp.net,4,cancelled,2024-09-22,2025-07-29,,,,,True,False
334,ZenDev,donald.scott@corp.net,4,active,2025-07-29,,,,,,False,False
335,ZealCorp,linda.nelson@hotmail.com,5,cancelled,2024-08-31,2024-12-26,,,,,True,False
335,ZealCorp,linda.nelson@hotmail.com,5,active,2024-12-26,,,,,,False,False
336,WaveGroup,Elizabeth.Lewis@hotmail.com,6,active,2023-06-09,,,,,,False,False
337,Nexus Digital,james.perez@enterprise.com,3,active,2023-12-06,,,,,,False,False
338,JadeIO,wei.johnson@jadeio.com,6,cancelled,2023-06-24,2024-05-30,,,,,True,False
339,DataHQ,wei.moore@company.io,2,expired,2023-01-20,2023-08-05,,,,,True,False
339,DataHQ,wei.moore@company.io,3,active,2023-08-05,,,,,,False,False
340,OrbitLogic,ashley.hill@tech.dev,1,active,2024-07-28,,,,,,False,False
341,VertexIO,fatima.thompson@tech.dev,2,active,2023-03-05,,,,,,False,False
342,Vertex Logic,olga.harris@hotmail.com,2,expired,2024-08-09,2025-01-06,,,,,True,False
342,Vertex Logic,olga.harris@hotmail.com,2,cancelled,2025-01-06,2025-05-08,,,,,True,False
343,PeakDigital,kenji.rodriguez@tech.dev,1,active,2024-03-16,,,,,,False,False
344,PeakVentures,paul.patel@yahoo.com,1,paused,2025-02-22,,,,,,False,False
345,Zeal Software,mary.kim@corp.net,4,active,2023-08-25,,,,,,False,False
346,SageHub,donald.rivera@startup.co,1,cancelled,2023-05-21,2024-06-05,,,,,True,False
347,ArcPlatform,robert.lopez@corp.net,4,active,2023-11-29,,,,,,False,False
348,Vine Logic,donna.chen@gmail.com,1,active,2024-04-07,,,,,,False,False
349,HiveDynamics,matthew.king@hotmail.com,4,expired,2024-02-12,2024-12-23,,,,,True,False
349,HiveDynamics,matthew.king@hotmail.com,6,active,2024-12-23,,,,,,False,False
350,DriftSolutions,dorothy.martinez@outlook.com,1,cancelled,2023-04-26,2024-04-07,,,,,True,False
350,DriftSolutions,dorothy.martinez@outlook.com,4,cancelled,2024-04-07,2025-09-20,,,,,True,False
351,LunaHQ,jennifer.taylor@yahoo.com,1,expired,2023-05-07,2023-09-04,,,,,True,False
351,LunaHQ,jennifer.taylor@yahoo.com,2,cancelled,2023-09-04,2025-05-04,,,,,True,False
352,UnitDev,matthew.williams@corp.net,1,cancelled,2025-06-02,2025-07-30,,,,,True,False
353,ArcCloud,aisha.lopez@arccloud.com,1,active,2025-02-22,,,,,,False,False
354,Link Ops,mark.garcia+test@protonmail.com,3,active,2024-07-24,,,,,,False,False
355,Cloud Ops,karen.perez@startup.co,3,active,2023-06-15,,,,,,False,False
356,DriftPro,lars.martin@outlook.com,5,active,2025-05-13,,,,,,False,False
357,VertexDev,donna.brown@tech.dev,1,active,2024-05-10,,,,,,False,False
358,BeamGroup,donna.thompson@enterprise.com,4,active,2024-10-09,,,,,,False,False
359,TrekCloud,sandra.green@hotmail.com,2,active,2024-02-29,,,,,,False,False
360,Sync Analytics,karen.allen@outlook.com,4,expired,2023-12-16,2024-02-22,,,,,True,False
360,Sync Analytics,karen.allen@outlook.com,6,active,2024-02-22,,,,,,False,False
361,MetaWorks,Donald.Tanaka@yahoo.com,4,active,2025-07-02,,,,,,False,False
362,Hive Cloud,charles.scott@company.io,3,active,2025-06-28,,,,,,False,False
363,VertexLogic,joshua.harris@protonmail.com,2,active,2023-11-19,,,,,,False,False
364,LunaSystems,jennifer.lewis@tech.dev,4,expired,2023-12-15,2024-04-30,,,,,True,False
364,LunaSystems,jennifer.lewis@tech.dev,2,expired,2024-04-30,2024-12-24,,,,,True,False
364,LunaSystems,jennifer.lewis@tech.dev,4,active,2024-12-24,,,,,,False,False
365,Grid Dev,olga.williams@griddev.com,2,active,2023-11-15,,,,,,False,False
366,VertexHQ,Ahmed.Martin@hotmail.com,1,cancelled,2023-07-17,2024-05-03,,,,,True,False
366,VertexHQ,Ahmed.Martin@hotmail.com,5,cancelled,2024-05-03,2025-02-08,,,,,True,False
366,VertexHQ,Ahmed.Martin@hotmail.com,2,active,2025-02-08,,,,,,False,False
367,Hub Labs,michael.wilson@hublabs.com,4,cancelled,2024-12-22,2025-07-26,,,,,True,False
367,Hub Labs,michael.wilson@hublabs.com,1,active,2025-07-26,,,,,,False,False
368,NexusWorks,donald.baker@outlook.com,3,active,2023-07-03,,,,,,False,False
369,MetaNet,priya.kim@metanet.com,2,active,2023-11-14,,,,,,False,False
370,Xenon Logic,lisa.muller@xenonlogic.com,2,cancelled,2024-05-01,2025-06-06,,,,,True,False
371,ZealStudio,betty.ivanov@tech.dev,1,active,2025-03-22,,,,,,False,False
372,NexusPlatform,lisa.wilson@startup.co,4,active,2023-12-17,,,,,,False,False
373,VineNet,joshua.robinson@enterprise.com,6,active,2025-09-05,,,,,,False,False
374,UltraIO,sofia.rodriguez@gmail.com,1,cancelled,2024-11-07,2025-07-01,,,,,True,False
375,TidalVentures,yuki.thompson@corp.net,1,expired,2024-02-18,2025-01-22,,,,,True,False
375,TidalVentures,yuki.thompson@corp.net,6,cancelled,2025-01-22,2025-06-17,,,,,True,False
375,TidalVentures,yuki.thompson@corp.net,5,active,2025-06-17,,,,,,False,False
376,XenonDynamics,sofia.thompson@gmail.com,1,active,2024-12-20,,,,,,False,False
377,ZenLogic,donald.rodriguez@company.io,2,active,2023-06-07,,,,,,False,False
378,Bolt Digital,margaret.rodriguez@startup.co,3,cancelled,2025-07-04,2025-09-16,,,,,True,False
378,Bolt Digital,margaret.rodriguez@startup.co,5,active,2025-09-16,,,,,,False,False
379,BeamDynamics,barbara.ramirez@hotmail.com,6,active,2023-10-03,,,,,,False,False
380,KeenIO,carlos.garcia@protonmail.com,1,cancelled,2023-03-22,2023-09-08,,,,,True,False
380,KeenIO,carlos.garcia@protonmail.com,5,expired,2023-09-08,2024-01-01,,,,,True,False
380,KeenIO,carlos.garcia@protonmail.com,3,active,2024-01-01,,,,,,False,False
381,EchoStack,aisha.wright@gmail.com,1,active,2024-07-01,,,,,,False,False
382,Cloud Net,karen.patel@enterprise.com,1,cancelled,2024-08-09,2025-06-13,,,,,True,False
382,Cloud Net,karen.patel@enterprise.com,1,cancelled,2025-06-13,2025-10-30,,,,,True,False
382,Cloud Net,karen.patel@enterprise.com,5,cancelled,2025-10-30,2025-04-22,,,,,True,False
383,Glow Tech,thomas.rodriguez@glowtech.com,3,active,2023-04-25,,,,,,False,False
384,QuestHQ,jessica.young@gmail.com,5,cancelled,2023-03-28,2023-09-19,,,,,True,False
384,QuestHQ,jessica.young@gmail.com,7,active,2023-09-19,,,,,,False,False
385,WarpCorp,olga.green@warpcorp.com,5,expired,2023-09-28,2024-05-18,,,,,True,False
385,WarpCorp,olga.green@warpcorp.com,2,cancelled,2024-05-18,2024-10-29,,,,,True,False
385,WarpCorp,olga.green@warpcorp.com,6,active,2024-10-29,,,,,,False,False
386,EchoCloud,matthew.baker@yahoo.com,3,cancelled,2024-03-21,2025-04-03,,,,,True,False
387,GridDynamics,raj.moore@outlook.com,1,expired,2024-08-21,2025-06-11,,,,,True,False
387,GridDynamics,raj.moore@outlook.com,6,active,2025-06-11,,,,,,False,False
388,MetaDev,kimberly.smith@gmail.com,1,cancelled,2024-06-21,2025-07-02,,,,,True,False
389,CloudLabs,dmitri.wilson@cloudlabs.com,1,cancelled,2024-09-11,2025-06-22,,,,,True,False
390,Sync HQ,sandra.moore@company.io,2,expired,2025-03-10,2025-07-17,,,,,True,False
390,Sync HQ,sandra.moore@company.io,2,cancelled,2025-07-17,2025-10-18,,,,,True,False
390,Sync HQ,sandra.moore@company.io,4,cancelled,2025-10-18,2025-05-03,,,,,True,False
391,QuarkSolutions,betty.lopez@tech.dev,6,expired,2023-08-12,2024-01-28,,,,,True,False
391,QuarkSolutions,betty.lopez@tech.dev,5,active,2024-01-28,,,,,,False,False
392,Keen Pro,mary.young@gmail.com,1,expired,2023-09-30,2024-06-10,,,,,True,False
392,Keen Pro,mary.young@gmail.com,4,cancelled,2024-06-10,2024-07-12,,,,,True,False
393,EchoCorp,Paul.Anderson@echocorp.com,1,active,2024-07-02,,,,,,False,False
394,DataStack,paul.perez@protonmail.com,1,expired,2023-06-30,2023-11-29,,,,,True,False
394,DataStack,paul.perez@protonmail.com,4,active,2023-11-29,,,,,,False,False
395,TidalNet,daniel.young@tidalnet.com,1,expired,2023-07-17,2023-10-27,,,,,True,False
395,TidalNet,daniel.young@tidalnet.com,1,cancelled,2023-10-27,2024-01-08,,,,,True,False
395,TidalNet,daniel.young@tidalnet.com,6,cancelled,2024-01-08,2024-08-20,,,,,True,False
396,Data Works,betty.davis@tech.dev,4,active,2024-11-25,,,,,,False,False
397,EdgeAI,Donald.Flores@edgeai.com,1,cancelled,2024-10-09,2025-07-26,,,,,True,False
397,EdgeAI,Donald.Flores@edgeai.com,5,expired,2025-07-26,2025-10-06,,,,,True,False
397,EdgeAI,Donald.Flores@edgeai.com,4,cancelled,2025-10-06,2025-03-07,,,,,True,False
398,Meta Corp,fatima.sanchez@corp.net,2,active,2023-11-26,,,,,,False,False
399,LinkSolutions,priya.clark@yahoo.com,1,active,2025-08-05,,,,,,False,False
400,Flux Tech,jennifer.rivera@startup.co,5,active,2025-03-22,,,,,,False,False
401,Core Corp,carlos.williams@corp.net,3,active,2024-10-04,,,,,,False,False
402,MetaSystems,kenji.kim@enterprise.com,3,active,2024-11-06,,,,,,False,False
403,RiftIO,patricia.adams@protonmail.com,6,cancelled,2025-04-04,2025-07-01,,,,,True,False
403,RiftIO,patricia.adams@protonmail.com,6,expired,2025-07-01,2025-09-26,,,,,True,False
